"","rdate","rtime","rno","rname","rcode","sex","age","rent","exercise","co2","distance","utime"
"2002","2021-06-01",1,154,"154. 마포구청역 ","정기권","","50대",1,"0.00","0.00",0,5
"2003","2021-06-01",1,1552,"1552. 강북구청사거리(던킨도너츠 앞)","정기권","","50대",1,"31.56","0.26",1107.06,7
"2005","2021-06-01",1,984,"984.상신초등학교앞 버스정류장","정기권","","50대",1,"6.64","0.06",239.4,4
"2006","2021-06-01",1,2084,"2084.e편한세상 상도노빌리티 앞","정기권","","50대",1,"55.36","0.44",1915.13,9
"2011","2021-06-01",1,3615,"3615. 서울 논현동우체국 앞","정기권","","50대",1,"35.56","0.29",1230,11
"2013","2021-06-01",1,4507,"4507. 삼성전자서비스 신정센터","정기권","","50대",1,"47.99","0.33",1425.72,8
"2014","2021-06-01",1,254,"254. 도림신협 앞","정기권","","50대",1,"40.84","0.30",1289.24,10
"2016","2021-06-01",1,194,"194. 증산교 앞","정기권","","50대",1,"0.00","0.00",0,2
"2020","2021-06-01",1,627,"627. 장안동삼거리 교통섬","정기권","","50대",1,"53.20","0.45",1919.27,7
"2021","2021-06-01",1,138,"138. 신촌동 제1공영주차장 앞","정기권","","50대",1,"21.07","0.18",760,4
"2022","2021-06-01",1,634,"634. 외국어대 정문 앞","정기권","","50대",1,"30.59","0.24",1030,7
"2024","2021-06-01",1,272,"272. 당산육갑문","정기권","","50대",1,"23.77","0.19",833.63,7
"2027","2021-06-01",1,1135,"1135. 강서구의회","정기권","","50대",1,"5.99","0.05",222.39,2
"2028","2021-06-01",1,1235,"1235. 잠실트리지움310동 옆","정기권","","50대",1,"49.62","0.40",1716.54,11
"2030","2021-06-01",1,1334,"1334. 석관동주민센터 앞","정기권","","50대",1,"36.14","0.29",1250,6
"2031","2021-06-01",1,1709,"1709. 쌍문역4번출구 주변","정기권","","50대",1,"45.07","0.41",1750.78,9
"2032","2021-06-01",1,1515,"1515. 송천동 주민센터","정기권","","50대",1,"15.44","0.14",600,3
"2033","2021-06-01",1,1911,"1911. 구로디지털단지역 앞","정기권","","50대",1,"32.16","0.27",1160,8
"2034","2021-06-01",1,1930,"1930. 개봉지구대 개봉치안센터","정기권","","50대",1,"23.46","0.17",750,3
"2037","2021-06-01",1,1608,"1608. 공릉역 1번 출구 앞","정기권","","50대",1,"15.53","0.12",530,5
"2038","2021-06-01",1,1106,"1106. 신방화사거리","정기권","","50대",1,"24.66","0.21",889.56,4
"2039","2021-06-01",1,1431,"1431. 중랑구청 사거리","정기권","","50대",1,"32.76","0.36",1560.85,7
"2040","2021-06-01",1,2263,"2263. 바우뫼문화복지회관","정기권","","50대",1,"31.37","0.28",1218.56,6
"2042","2021-06-01",1,1440,"1440. 하나은행 면목지점","정기권","","50대",1,"27.32","0.27",1150,7
"2043","2021-06-01",1,2357,"2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞)","정기권","","50대",1,"16.07","0.14",624.22,2
"2044","2021-06-01",1,3501,"3501. 광진구청 앞","정기권","","50대",1,"34.98","0.28",1226.99,9
"2046","2021-06-01",1,2365,"2365. K+ 타워 앞","정기권","","60대",1,"31.37","0.22",931.83,4
"2048","2021-06-01",1,646,"646. 장한평역 1번출구 (국민은행앞)","정기권","","60대",1,"35.56","0.29",1230,9
"2051","2021-06-01",1,461,"461. 서울지방경찰청","정기권","","60대",1,"12.61","0.11",490,5
"2052","2021-06-01",1,3541,"3541. 커먼그라운드","정기권","","60대",1,"34.89","0.30",1276.88,7
"2053","2021-06-01",1,2618,"2618. 삼전역 1번출구","정기권","","60대",1,"18.28","0.16",710,4
"2057","2021-06-01",1,1464,"1464.중화역 4번출구","정기권","","60대",1,"0.00","0.00",0,7
"2058","2021-06-01",1,4854,"4854. 가락시장역 2번 출구","정기권","","60대",1,"21.59","0.18",757.12,6
"2059","2021-06-01",1,4318,"4318. 방배역 2번 출구","정기권","","60대",1,"0.00","0.00",0,6
"2061","2021-06-01",1,3675,"3675. 강동리버스트8단지","정기권","","60대",1,"31.04","0.28",1187.61,9
"2063","2021-06-01",1,268,"268. 그랜드컨벤션센터 앞","정기권","","60대",1,"16.91","0.15",637.33,3
"2064","2021-06-01",1,933,"933. LG서비스 역촌점","정기권","","60대",1,"23.16","0.19",812.16,6
"2065","2021-06-01",1,1102,"1102. 방화사거리 마을버스 버스정류장","정기권","","60대",1,"11.69","0.10",410,3
"2067","2021-06-01",1,1955,"1955. 디지털입구 교차로","정기권","","60대",1,"42.97","0.36",1550,8
"2068","2021-06-01",1,939,"939. 은평구청 교차로","정기권","","70대~",1,"21.88","0.20",850,6
"2069","2021-06-01",1,2601,"2601. 석촌호수 서호사거리","정기권","","70대~",1,"14.12","0.13",548.69,3
"2070","2021-06-01",1,1616,"1616. 하계2동 공항버스정류장 옆","정기권","","70대~",1,"31.92","0.29",1240,9
"2072","2021-06-01",1,2235,"2235.KT 서초지사 앞","정기권","F","~10대",1,"47.23","0.46",1987.92,8
"2074","2021-06-01",1,1044,"1044. 굽은다리역","정기권","F","20대",1,"21.23","0.21",893.35,4
"2077","2021-06-01",1,1337,"1337. 돈암성당 옆","정기권","F","20대",1,"32.24","0.39",1696.37,11
"2078","2021-06-01",1,1663,"1663. 동해문화예술관앞","정기권","F","20대",1,"19.82","0.18",770,10
"2079","2021-06-01",1,1726,"1726. 삼익세라믹아파트교차로","정기권","F","20대",1,"0.00","0.00",0,11
"2082","2021-06-01",1,658,"658. 촬영소 사거리","정기권","F","20대",1,"40.54","0.43",1861.51,9
"2084","2021-06-01",1,481,"481.신당역 10번 출구","정기권","F","20대",1,"21.45","0.22",933.97,7
"2085","2021-06-01",1,3417,"3417.창신3동주민센터","정기권","F","20대",1,"17.82","0.21",899.91,10
"2086","2021-06-01",1,1080,"1080.엘웨딩","정기권","F","20대",1,"26.69","0.32",1375.7,10
"2088","2021-06-01",1,296,"296.KT플라자 영등포점","정기권","F","20대",1,"35.04","0.31",1320.74,11
"2089","2021-06-01",1,2904,"2904.중계3차청구아파트","정기권","F","20대",1,"0.00","0.00",0,5
"2090","2021-06-01",1,1767,"1767.태양중앙교회 앞","정기권","F","20대",1,"0.00","0.00",0,3
"2091","2021-06-01",1,3582,"3582.화양동 우체국","정기권","F","20대",1,"10.86","0.10",421.74,3
"2092","2021-06-01",1,3865,"3865. 이튼타워리버 2차","정기권","F","20대",1,"33.27","0.37",1585.22,10
"2094","2021-06-01",1,601,"601. 용신동주민센터","정기권","F","20대",1,"28.16","0.37",1580,8
"2100","2021-06-01",1,1009,"1009. 천호역4번출구(현대백화점)","정기권","F","20대",1,"12.06","0.08",350,2
"2102","2021-06-01",1,217,"217. NH농협은행 앞","정기권","F","20대",1,"15.25","0.16",700,3
"2106","2021-06-01",1,1429,"1429. 장안중학교","정기권","F","20대",1,"25.04","0.29",1240,11
"2108","2021-06-01",1,1218,"1218. 방이역 4번출구","정기권","F","20대",1,"46.33","0.45",1950,10
"2109","2021-06-01",1,1243,"1243. 문정 법조단지7","정기권","F","20대",1,"13.02","0.12",505.67,3
"2111","2021-06-01",1,1854,"1854. 가산아네스트 오피스텔 앞","정기권","F","30대",1,"0.00","0.00",0,5
"2112","2021-06-01",1,2615,"2615. 테라타워2","정기권","F","30대",1,"16.11","0.17",726.41,6
"2119","2021-06-01",1,1407,"1407. 먹골역 1번출구 뒤","정기권","F","30대",1,"0.00","0.00",0,4
"2120","2021-06-01",1,1512,"1512. 강북중학교 앞","정기권","F","30대",1,"25.54","0.28",1194.2,9
"2121","2021-06-01",1,1411,"1411. 상봉시장앞 교차로 한성빌딩 앞","정기권","F","30대",1,"0.00","0.00",0,2
"2123","2021-06-01",1,3505,"3505. 신양초교앞 교차로","정기권","F","30대",1,"18.73","0.17",727.81,4
"2126","2021-06-01",1,972,"972. 수색역","정기권","F","40대",1,"7.10","0.05",230,4
"2127","2021-06-01",1,797,"797.목동아파트 1422동 1434동 사잇길","정기권","F","40대",1,"10.42","0.10",438.66,7
"2130","2021-06-01",1,1090,"1090.상일동역 2번출구 앞","정기권","F","50대",1,"31.35","0.21",910,6
"2131","2021-06-01",1,3600,"3600.사근빗물펌프장 건너편","정기권","F","50대",1,"30.81","0.23",984.71,7
"2132","2021-06-01",1,613,"613. 신설동역 10번출구 앞","정기권","F","50대",1,"54.86","0.36",1539.25,10
"2134","2021-06-01",1,4659,"4659. 커피데이응암동지점","정기권","F","70대~",1,"33.16","0.19",837.3,5
"2138","2021-06-01",1,1530,"1530. 광산사거리","정기권","M","~10대",1,"16.59","0.15",664.86,5
"2140","2021-06-01",1,3510,"3510. 중곡SK아파트앞","정기권","M","~10대",1,"28.26","0.21",915.04,4
"2141","2021-06-01",1,1171,"1171. 염창동 새마을금고 건너편 (모닝글로리)","정기권","M","~10대",1,"31.73","0.28",1195.73,6
"2143","2021-06-01",1,1068,"1068.명일파출소","정기권","M","~10대",1,"23.31","0.19",817.72,2
"2145","2021-06-01",1,1868,"1868.우리은행 시흥남자동화점 앞","정기권","M","~10대",1,"34.53","0.25",1090,4
"2146","2021-06-01",1,2904,"2904.중계3차청구아파트","정기권","M","~10대",1,"0.00","0.00",0,7
"2154","2021-06-01",1,1113,"1113. 서남환경공원 버스정류장","정기권","M","~10대",1,"0.00","0.00",0,4
"2158","2021-06-01",1,1032,"1032. 선사고등학교","정기권","M","20대",1,"0.00","0.00",0,7
"2159","2021-06-01",1,1251,"1251. 석촌역 2번출구","정기권","M","20대",1,"41.88","0.33",1410,9
"2163","2021-06-01",1,2058,"2058. 노량진동 맥도널드앞","정기권","M","20대",1,"7.64","0.07",296.91,4
"2164","2021-06-01",1,1339,"1339. 삼성전자서비스 성북센터","정기권","M","20대",1,"10.01","0.09",371.8,3
"2165","2021-06-01",1,1348,"1348. 성북제일새마을금고 본점 앞","정기권","M","20대",1,"4.54","0.05",208.35,2
"2166","2021-06-01",1,1662,"1662. 노원역7번출구","정기권","M","20대",1,"25.66","0.21",900,8
"2168","2021-06-01",1,2176,"2176. 보라매공원 보도육교","정기권","M","20대",1,"6.44","0.06",250,5
"2170","2021-06-01",1,1362,"1362. 보문역6번출구 앞","정기권","M","20대",1,"23.49","0.31",1318.17,11
"2172","2021-06-01",1,1736,"1736. 버스정류장 앞","정기권","M","20대",1,"0.00","0.00",0,5
"2175","2021-06-01",1,1299,"1299. 송파소방서 (방이119안전센터)","정기권","M","20대",1,"0.00","0.00",0.1,4
"2179","2021-06-01",1,3533,"3533. 건대입구역 사거리(롯데백화점)","정기권","M","20대",1,"29.09","0.31",1335.83,11
"2185","2021-06-01",1,1080,"1080.엘웨딩","정기권","M","20대",1,"47.37","0.36",1553.53,9
"2188","2021-06-01",1,2818,"2818.천왕이펜하우스3단지 앞","정기권","M","20대",1,"27.37","0.25",1063.37,9
"2189","2021-06-01",1,770,"770.목동역5번출구 교통정보센터 앞","정기권","M","20대",1,"36.12","0.28",1200.14,8
"2191","2021-06-01",1,2720,"2720.힐스테이트에코","정기권","M","20대",1,"28.60","0.27",1146.56,7
"2194","2021-06-01",1,2739,"2739.수명산파크1단지교차로","정기권","M","20대",1,"0.00","0.00",0,5
"2197","2021-06-01",1,492,"492.성산시영아파트 후문","정기권","M","20대",1,"70.74","0.55",2350.56,9
"2200","2021-06-01",1,1461,"1461.동양엔파트 앞","정기권","M","20대",1,"33.18","0.28",1196.94,7
"2203","2021-06-01",1,3905,"3905. 희훈타워빌 앞","정기권","M","20대",1,"22.85","0.21",887.55,8
"2204","2021-06-01",1,4117,"4117. 휘경119안전센터 앞","정기권","M","20대",1,"38.23","0.30",1304.53,8
"2205","2021-06-01",1,3798,"3798. 그랜드아이파크아파트 앞","정기권","M","20대",1,"30.51","0.26",1100.51,7
"2206","2021-06-01",1,124,"124. 서강대 정문 건너편","정기권","M","20대",1,"9.93","0.09",380,2
"2209","2021-06-01",1,609,"609. 제기2교","정기권","M","20대",1,"0.00","0.00",0,10
"2210","2021-06-01",1,4514,"4514. 목동성당 앞","정기권","M","20대",1,"32.87","0.32",1383.51,10
"2213","2021-06-01",1,623,"623. 서울시립대 정문 앞","정기권","M","20대",1,"39.17","0.35",1521.78,8
"2217","2021-06-01",1,931,"931. 역촌파출소","정기권","M","20대",1,"61.98","0.49",2115.18,10
"2218","2021-06-01",1,1009,"1009. 천호역4번출구(현대백화점)","정기권","M","20대",1,"28.51","0.23",1000,6
"2220","2021-06-01",1,1610,"1610. 화랑대역 2번출구 앞","정기권","M","20대",1,"26.18","0.23",986.71,8
"2222","2021-06-01",1,2002,"2002. 노들역 1번출구","정기권","M","20대",1,"8.23","0.06",270,1
"2224","2021-06-01",1,2105,"2105. 미성동 신림체육센터","정기권","M","20대",1,"21.90","0.18",790,4
"2226","2021-06-01",1,2302,"2302. 교보타워 버스정류장(신논현역 3번출구 후면)","정기권","M","20대",1,"19.19","0.17",745.5,7
"2228","2021-06-01",1,1106,"1106. 신방화사거리","정기권","M","20대",1,"24.59","0.19",827.99,5
"2230","2021-06-01",1,1125,"1125. 명덕고교입구(영종빌딩)","정기권","M","20대",1,"36.78","0.25",1080,6
"2232","2021-06-01",1,2003,"2003. 사육신공원앞","정기권","M","20대",1,"17.76","0.16",690,5
"2235","2021-06-01",1,1243,"1243. 문정 법조단지7","정기권","M","20대",1,"0.00","0.00",0,3
"2238","2021-06-01",1,500,"500. 어린이대공원역 3번출구 앞","정기권","M","20대",1,"29.19","0.27",1170,11
"2240","2021-06-01",1,732,"732. 신월동 이마트","정기권","M","30대",1,"35.28","0.31",1350,5
"2241","2021-06-01",1,1026,"1026. 대명초교 입구 교차로","정기권","M","30대",1,"26.13","0.24",1015.23,4
"2242","2021-06-01",1,1445,"1445. 용마지구대","정기권","M","30대",1,"22.72","0.18",785.98,4
"2248","2021-06-01",1,1733,"1733. 방학사거리 (봄마당 앞)","정기권","M","30대",1,"0.00","0.00",0,6
"2249","2021-06-01",1,962,"962. 은평뉴타운 힐데스하임","정기권","M","30대",1,"3.37","0.03",141.83,2
"2251","2021-06-01",1,1174,"1174. 강서구청사거리(부민병원)","정기권","M","30대",1,"49.23","0.44",1912.72,11
"2253","2021-06-01",1,1293,"1293. 석촌호교차로 (스타벅스 앞)","정기권","M","30대",1,"0.00","0.00",0,5
"2254","2021-06-01",1,454,"454. 종로2가 버스정류장 (종각방향)","정기권","M","30대",1,"43.28","0.29",1256.3,8
"2256","2021-06-01",1,461,"461. 서울지방경찰청","정기권","M","30대",1,"26.62","0.24",1034.17,7
"2257","2021-06-01",1,2610,"2610. 여흥레이크빌 앞 (석촌호수 까페거리)","정기권","M","30대",1,"0.00","0.00",0,6
"2260","2021-06-01",1,481,"481.신당역 10번 출구","정기권","M","30대",1,"35.65","0.28",1200.17,10
"2261","2021-06-01",1,1073,"1073.SSTS 몰 앞","정기권","M","30대",1,"0.00","0.00",0,2
"2264","2021-06-01",1,3202,"3202.당산롯데캐슬프레스티지","정기권","M","30대",1,"28.97","0.23",1002.25,7
"2265","2021-06-01",1,114,"114. 홍대입구역 8번출구 앞","정기권","M","30대",1,"28.97","0.30",1306.39,9
"2268","2021-06-01",1,3010,"3010.홍대입구역 3번출구","정기권","M","30대",1,"37.62","0.29",1266.65,6
"2273","2021-06-01",1,1573,"1573.현대성우아파트 옆","정기권","M","30대",1,"43.43","0.34",1462.34,11
"2274","2021-06-01",1,4105,"4105. 하나은행 장안동지점앞","정기권","M","30대",1,"62.34","0.42",1830.55,8
"2277","2021-06-01",1,262,"262. 영문초등학교 사거리","정기권","M","30대",1,"38.81","0.32",1400,5
"2280","2021-06-01",1,2112,"2112. 서울대입구역 마에스트로","정기권","M","30대",1,"26.37","0.21",900,7
"2282","2021-06-01",1,1231,"1231. 잠실역 6번출구","정기권","M","30대",1,"27.62","0.22",930,5
"2284","2021-06-01",1,500,"500. 어린이대공원역 3번출구 앞","정기권","M","30대",1,"44.07","0.37",1590,10
"2286","2021-06-01",1,1449,"1449. 상봉역 1번출구","정기권","M","40대",1,"26.07","0.23",1012.65,5
"2288","2021-06-01",1,764,"764. 목동청소년수련관","정기권","M","40대",1,"0.00","0.00",0,5
"2294","2021-06-01",1,481,"481.신당역 10번 출구","정기권","M","40대",1,"17.11","0.14",617.37,2
"2295","2021-06-01",1,2430,"2430.강남파이낸스센터앞(역삼역2번출구)","정기권","M","40대",1,"22.68","0.17",743.87,5
"2296","2021-06-01",1,382,"382. 약수역 10번출구 앞","정기권","M","40대",1,"0.00","0.00",0,5
"2298","2021-06-01",1,984,"984.상신초등학교앞 버스정류장","정기권","M","40대",1,"0.00","0.00",0,5
"2300","2021-06-01",1,546,"546. 잠실대교북단 교차로","정기권","M","40대",1,"45.94","0.34",1450,7
"2302","2021-06-01",1,609,"609. 제기2교","정기권","M","40대",1,"74.53","0.57",2476.42,11
"2303","2021-06-01",1,4024,"4024. 꿈의숲 SK뷰 아파트","정기권","M","40대",1,"1.33","0.01",40,10
"2306","2021-06-01",1,568,"568. 청계8가사거리 부근","정기권","M","40대",1,"32.51","0.26",1124.68,7
"2308","2021-06-01",1,553,"553. 중곡 성원APT 앞","정기권","M","40대",1,"35.71","0.30",1288.41,10
"2309","2021-06-01",1,917,"917. 녹번역 4번출구","정기권","M","40대",1,"58.73","0.42",1830.82,7
"2311","2021-06-01",1,1139,"1139. 용문사 버스정류장","정기권","M","40대",1,"18.35","0.16",681.48,4
"2313","2021-06-01",1,1435,"1435. 능산삼거리","정기권","M","40대",1,"37.99","0.30",1314.02,8
"2317","2021-06-01",1,2351,"2351. 청소년수련관(수영장)앞","정기권","M","40대",1,"25.44","0.25",1070.91,9
"2318","2021-06-01",1,1025,"1025. 상일초등학교","정기권","M","50대",1,"52.42","0.36",1557.44,9
"2319","2021-06-01",1,1038,"1038. 강일 다솜 어린이 공원","정기권","M","50대",1,"0.00","0.00",0,2
"2322","2021-06-01",1,2274,"2274. 양재시민의숲역 3번출구","정기권","M","50대",1,"6.69","0.06",260,2
"2324","2021-06-01",1,3508,"3508. 화양사거리","정기권","M","50대",1,"45.10","0.31",1340,8
"2326","2021-06-01",1,646,"646. 장한평역 1번출구 (국민은행앞)","정기권","M","50대",1,"35.94","0.28",1210,11
"2327","2021-06-01",1,652,"652. 답십리 래미안엘파인아파트 입구","정기권","M","50대",1,"46.26","0.42",1797.3,11
"2333","2021-06-01",1,3535,"3535. 중곡사거리(국민은행)","정기권","M","50대",1,"33.72","0.30",1310,11
"2335","2021-06-01",1,1999,"1999. 수궁동 성당 주변","정기권","M","50대",1,"37.57","0.34",1459.76,5
"2336","2021-06-01",1,2656,"2656.풍납동 아이파크 107동 앞","정기권","M","50대",1,"54.89","0.40",1732.55,11
"2337","2021-06-01",1,2525,"2525.반포쇼핑타운 2동 앞","정기권","M","50대",1,"16.38","0.13",551.67,3
"2340","2021-06-01",1,1381,"1381.석계역 4번출구 뒤","정기권","M","50대",1,"33.69","0.22",966.82,4
"2341","2021-06-01",1,1391,"1391.성북청소년센터","정기권","M","50대",1,"14.37","0.13",550,4
"2342","2021-06-01",1,121,"121. 마포소방서 앞","정기권","M","50대",1,"16.99","0.15",660,4
"2343","2021-06-01",1,3578,"3578.중곡동 파크웨이빌딩","정기권","M","50대",1,"26.28","0.19",840,9
"2344","2021-06-01",1,3586,"3586.군자역 비채온 오피스텔","정기권","M","50대",1,"58.02","0.45",1953.4,11
"2348","2021-06-01",1,3772,"3772. 길성그랑프리텔아파트","정기권","M","50대",1,"22.65","0.21",907.86,5
"2349","2021-06-01",1,539,"539. 군자교교차로","정기권","M","50대",1,"22.07","0.20",857.58,7
"2352","2021-06-01",1,4009,"4009. 월계프라자","정기권","M","50대",1,"36.02","0.25",1070.25,9
"2354","2021-06-01",1,709,"709. 신정3동 현장민원실 앞","정기권","M","50대",1,"32.35","0.29",1256.81,5
"2355","2021-06-01",1,194,"194. 증산교 앞","정기권","M","50대",1,"0.00","0.00",0,5
"2356","2021-06-01",1,195,"195. 모래내고가차도 ","정기권","M","50대",1,"43.00","0.39",1670.37,10
"2357","2021-06-01",1,263,"263. 근로자회관 사거리","정기권","M","50대",1,"36.60","0.29",1232.39,8
"2358","2021-06-01",1,268,"268. 그랜드컨벤션센터 앞","정기권","M","50대",1,"13.54","0.10",416.97,4
"2361","2021-06-01",1,1011,"1011. LIGA 아파트 앞","정기권","M","50대",1,"0.00","0.00",0,9
"2362","2021-06-01",1,1012,"1012. 서울 상운차량","정기권","M","50대",1,"52.72","0.35",1512.89,7
"2363","2021-06-01",1,1021,"1021. 강일동 리슈빌 빌딩앞","정기권","M","50대",1,"57.81","0.45",1946.49,9
"2364","2021-06-01",1,1124,"1124. 발산역 6번 출구 뒤","정기권","M","50대",1,"61.53","0.43",1871.93,9
"2365","2021-06-01",1,1132,"1132. 등촌역 7번출구","정기권","M","50대",1,"0.00","0.00",0,11
"2366","2021-06-01",1,1326,"1326. 상월곡역 1번출구","정기권","M","50대",1,"43.08","0.32",1360,6
"2367","2021-06-01",1,1616,"1616. 하계2동 공항버스정류장 옆","정기권","M","50대",1,"55.60","0.54",2340,11
"2369","2021-06-01",1,1901,"1901. 신도림동주민센터 앞","정기권","M","50대",1,"13.57","0.11",456.86,7
"2373","2021-06-01",1,2302,"2302. 교보타워 버스정류장(신논현역 3번출구 후면)","정기권","M","50대",1,"0.00","0.00",0,11
"2375","2021-06-01",1,2339,"2339. 현대아파트 정문 앞","정기권","M","50대",1,"29.89","0.26",1110,9
"2377","2021-06-01",1,1706,"1706. 기업은행 앞","정기권","M","50대",1,"35.21","0.28",1201.41,6
"2382","2021-06-01",1,146,"146. 마포역 2번출구 뒤","정기권","M","60대",1,"51.96","0.38",1640,11
"2384","2021-06-01",1,3571,"3571.화양 APT(횡단보도 옆)","정기권","M","60대",1,"30.65","0.21",900,9
"2385","2021-06-01",1,524,"524. 래미안금호하이리버 아파트 102동 옆","정기권","M","60대",1,"11.79","0.11",457.91,5
"2394","2021-06-01",1,1226,"1226. 잠실4동 주민센터 옆","정기권","M","60대",1,"0.00","0.00",0.1,7
"2395","2021-06-01",1,411,"411. DMC홍보관","정기권","M","60대",1,"47.99","0.40",1731.07,10
"2397","2021-06-01",1,2352,"2352. 서울본부세관(건설회관 앞)","정기권","M","60대",1,"39.22","0.30",1303.31,8
"2398","2021-06-01",1,646,"646. 장한평역 1번출구 (국민은행앞)","정기권","M","70대~",1,"33.21","0.30",1290.35,7
"2400","2021-06-01",1,2326,"2326. 대치동 삼성로","정기권","M","70대~",1,"17.21","0.16",668.8,4
"2401","2021-06-01",1,743,"743. 현대6차아파트 101동 옆","일일권","","~10대",1,"50.03","0.40",1707.25,8
"2402","2021-06-01",1,1969,"1969. 궁동생태공원","일일권","","~10대",1,"6.53","0.05",222.86,7
"2403","2021-06-01",1,1974,"1974. 신도림2차e편한세상아파트 203동 앞","일일권","","~10대",1,"40.78","0.36",1536.93,8
"2407","2021-06-01",1,1756,"1756.서울북부광역등기국","일일권","","~10대",1,"52.66","0.39",1683.18,8
"2410","2021-06-01",1,4463,"4463. 방이역 2번 출구","일일권","","~10대",1,"44.63","0.45",1942.99,9
"2411","2021-06-01",1,4522,"4522. 다이소신곡시장점","일일권","","~10대",1,"27.94","0.24",1037.53,6
"2414","2021-06-01",1,1937,"1937. 한진아파트 입구","일일권","","~10대",1,"43.47","0.24",1016.43,6
"2416","2021-06-01",1,743,"743. 현대6차아파트 101동 옆","일일권","","20대",1,"0.36","0.00",10,2
"2417","2021-06-01",1,1028,"1028. 포레스 주상복합 빌딩","일일권","","20대",1,"11.48","0.12",500,4
"2427","2021-06-01",1,3506,"3506. 영동대교 북단","일일권","","20대",1,"22.43","0.24",1030,8
"2429","2021-06-01",1,3515,"3515. 서울숲 관리사무소","일일권","","20대",1,"7.98","0.09",380,5
"2444","2021-06-01",1,1683,"1683. 노원문화예술회관","일일권","","20대",1,"117.23","0.76",3289.38,11
